project,required,dep
marshmallow-sqlalchemy,False,sphinx
marshmallow-sqlalchemy,False,alabaster
marshmallow-sqlalchemy,False,sphinx-issues
pytest-html,True,pytest
pytest-html,True,pytest-metadata
newrelic,False,grpcio
newrelic,False,protobuf
click-plugins,True,click
click-plugins,False,pytest
click-plugins,False,pytest-cov
click-plugins,False,wheel
click-plugins,False,coveralls
opencensus,True,opencensus-context
opencensus,True,google-api-core
azureml-dataprep,True,dotnetcore2
azureml-dataprep,True,azureml-dataprep-native
azureml-dataprep,True,azureml-dataprep-rslex
azureml-dataprep,True,cloudpickle
azureml-dataprep,True,azure-identity
azureml-dataprep,False,fusepy
azureml-dataprep,False,numpy
azureml-dataprep,False,pandas
azureml-dataprep,False,pyarrow
azureml-dataprep,False,pyspark
azureml-dataprep,False,scipy
commonmark,True,future
commonmark,False,flake8
commonmark,False,hypothesis
pystan,True,aiohttp
pystan,True,httpstan
pystan,True,pysimdjson
pystan,True,numpy
pystan,True,clikit
w3lib,True,six
pydocstyle,True,snowballstemmer
pydocstyle,False,toml
pytest-django,True,pytest
pytest-django,False,sphinx
pytest-django,False,sphinx-rtd-theme
pytest-django,False,Django
pytest-django,False,django-configurations
apispec,False,pyyaml
apispec,False,sphinx
apispec,False,PyYAML
apispec,False,prance[osv]
apispec,False,marshmallow
apispec,False,pytest
apispec,False,mock
apispec,False,flake8
apispec,False,flake8-bugbear
apispec,False,pre-commit
apispec,False,tox
apispec,False,sphinx-issues
apispec,False,sphinx-rtd-theme
imbalanced-learn,True,numpy
imbalanced-learn,True,scipy
imbalanced-learn,True,scikit-learn
imbalanced-learn,True,joblib
imbalanced-learn,False,black
imbalanced-learn,False,flake8
imbalanced-learn,False,sphinx
imbalanced-learn,False,sphinx-gallery
imbalanced-learn,False,pydata-sphinx-theme
imbalanced-learn,False,sphinxcontrib-bibtex
imbalanced-learn,False,numpydoc
imbalanced-learn,False,matplotlib
imbalanced-learn,False,pandas
imbalanced-learn,False,seaborn
imbalanced-learn,False,keras
imbalanced-learn,False,tensorflow
imbalanced-learn,False,pytest
imbalanced-learn,False,pytest-cov
numexpr,True,numpy
cattrs,True,attrs
azure-mgmt-loganalytics,True,msrest
azure-mgmt-loganalytics,True,azure-common
azure-mgmt-loganalytics,True,azure-mgmt-core
azure-mgmt-loganalytics,True,azure-mgmt-nspkg
tensorflow-hub,True,numpy
tensorflow-hub,True,protobuf
tensorflow-hub,False,keras-preprocessing[image]
tensorflow-hub,False,apache-beam
tensorflow-hub,False,annoy
authlib,True,cryptography
authlib,False,requests
azure-mgmt-redis,True,msrest
azure-mgmt-redis,True,azure-common
azure-mgmt-redis,True,azure-mgmt-core
azure-mgmt-redis,True,azure-mgmt-nspkg
deprecation,True,packaging
zict,True,heapdict
azure-mgmt-core,True,azure-core
azure-mgmt-core,True,azure-mgmt-nspkg
azure-mgmt-core,True,typing
google-cloud-vision,True,google-api-core[grpc]
google-cloud-vision,True,proto-plus
google-cloud-vision,False,libcst
apscheduler,True,setuptools
apscheduler,True,six
apscheduler,True,pytz
apscheduler,True,tzlocal
apscheduler,True,funcsigs
apscheduler,True,futures
apscheduler,False,trollius
apscheduler,False,sphinx
apscheduler,False,sphinx-rtd-theme
apscheduler,False,gevent
apscheduler,False,pymongo
apscheduler,False,redis
apscheduler,False,rethinkdb
apscheduler,False,sqlalchemy
apscheduler,False,pytest
apscheduler,False,pytest-cov
apscheduler,False,pytest-tornado5
apscheduler,False,mock
apscheduler,False,pytest-asyncio
apscheduler,False,tornado
apscheduler,False,twisted
apscheduler,False,kazoo
google-cloud-monitoring,True,google-api-core[grpc]
google-cloud-monitoring,True,proto-plus
google-cloud-monitoring,False,pandas
watchtower,True,boto3
validators,True,six
validators,True,decorator
validators,False,pytest
validators,False,flake8
validators,False,isort
sshpubkeys,True,cryptography
sshpubkeys,True,ecdsa
sshpubkeys,False,twine
sshpubkeys,False,wheel
sshpubkeys,False,yapf
tokenizers,False,pytest
torchvision,True,numpy
torchvision,True,torch
torchvision,True,pillow
torchvision,False,scipy
azure-mgmt-dns,True,msrest
azure-mgmt-dns,True,azure-common
azure-mgmt-dns,True,azure-mgmt-core
azure-mgmt-dns,True,azure-mgmt-nspkg
azure-mgmt-containerinstance,True,msrest
azure-mgmt-containerinstance,True,azure-common
azure-mgmt-containerinstance,True,azure-mgmt-core
azure-mgmt-containerinstance,True,azure-mgmt-nspkg
pytest-metadata,True,pytest
pyrfc3339,True,pytz
azure-mgmt-media,True,msrest
azure-mgmt-media,True,msrestazure
azure-mgmt-media,True,azure-common
azure-mgmt-media,True,azure-mgmt-nspkg
cognite-sdk,True,requests
cognite-sdk,True,pandas
cognite-sdk,True,requests-oauthlib
flask-caching,True,Flask
google-gax,True,dill
google-gax,True,future
google-gax,True,googleapis-common-protos
google-gax,True,grpcio
google-gax,True,google-auth
google-gax,True,ply
google-gax,True,protobuf
google-gax,True,requests
azure-mgmt-eventhub,True,msrest
azure-mgmt-eventhub,True,azure-common
azure-mgmt-eventhub,True,azure-mgmt-core
azure-mgmt-eventhub,True,azure-mgmt-nspkg
azure-mgmt-trafficmanager,True,msrest
azure-mgmt-trafficmanager,True,msrestazure
azure-mgmt-trafficmanager,True,azure-common
azure-mgmt-trafficmanager,True,azure-mgmt-nspkg
crayons,True,colorama
azure-mgmt-cognitiveservices,True,msrest
azure-mgmt-cognitiveservices,True,azure-common
azure-mgmt-cognitiveservices,True,azure-mgmt-core
azure-mgmt-cognitiveservices,True,azure-mgmt-nspkg
tifffile,True,numpy
tifffile,False,imagecodecs
tifffile,False,matplotlib
tifffile,False,lxml
jaydebeapi,True,JPype1
grpcio-gcp,True,grpcio
stripe,True,requests[security]
stripe,True,requests
catalogue,True,zipp
catalogue,True,typing-extensions
cognite-model-hosting,True,cognite-sdk
cognite-model-hosting,True,marshmallow
flask-jwt-extended,True,Werkzeug
flask-jwt-extended,True,Flask
flask-jwt-extended,True,PyJWT
flask-jwt-extended,False,cryptography
ppft,False,dill
waitress,False,Sphinx
waitress,False,docutils
waitress,False,pylons-sphinx-themes
waitress,False,pytest
waitress,False,pytest-cover
waitress,False,coverage
pathos,True,dill
pathos,True,multiprocess
pathos,True,pox
pathos,True,ppft
flask-babel,True,pytz
flask-babel,True,Flask
flask-babel,True,Babel
flask-babel,True,Jinja2
flask-babel,False,pytest
flask-babel,False,pytest-mock
flask-babel,False,bumpversion
flask-babel,False,ghp-import
flask-babel,False,sphinx
flask-babel,False,Pallets-Sphinx-Themes
supervisor,False,pytest
supervisor,False,pytest-cov
azure-mgmt-iotcentral,True,msrest
azure-mgmt-iotcentral,True,msrestazure
azure-mgmt-iotcentral,True,azure-common
azure-mgmt-iotcentral,True,azure-mgmt-nspkg
fabric,True,invoke
fabric,True,paramiko
fabric,True,pathlib2
fabric,False,mock
fabric,False,pytest
azure-mgmt-datafactory,True,msrest
azure-mgmt-datafactory,True,azure-common
azure-mgmt-datafactory,True,azure-mgmt-core
azure-mgmt-datafactory,True,azure-mgmt-nspkg
django-debug-toolbar,True,Django
django-debug-toolbar,True,sqlparse
cligj,True,click
cligj,False,pytest-cov
pytest-rerunfailures,True,setuptools
pytest-rerunfailures,True,pytest
pycares,True,cffi
pycares,False,idna
typeguard,False,sphinx-rtd-theme
typeguard,False,sphinx-autodoc-typehints
typeguard,False,pytest
typeguard,False,typing-extensions
typeguard,False,mypy
hypothesis,True,attrs
hypothesis,True,sortedcontainers
hypothesis,False,black
hypothesis,False,click
hypothesis,False,django
hypothesis,False,dpcontracts
hypothesis,False,lark-parser
hypothesis,False,libcst
hypothesis,False,numpy
hypothesis,False,pandas
hypothesis,False,pytest
hypothesis,False,python-dateutil
hypothesis,False,pytz
hypothesis,False,redis
hypothesis,False,rich
hypothesis,False,importlib-resources
hypothesis,False,importlib-metadata
hypothesis,False,backports.zoneinfo
hypothesis,False,tzdata
eventlet,True,dnspython
eventlet,True,greenlet
eventlet,True,six
eventlet,True,monotonic
ldap3,True,pyasn1
azure-mgmt-eventgrid,True,msrest
azure-mgmt-eventgrid,True,azure-common
azure-mgmt-eventgrid,True,azure-mgmt-core
azure-mgmt-eventgrid,True,azure-mgmt-nspkg
transformers,True,filelock
transformers,True,huggingface-hub
transformers,True,numpy
transformers,True,packaging
transformers,True,regex
transformers,True,requests
transformers,True,sacremoses
transformers,True,tokenizers
transformers,True,tqdm
transformers,True,dataclasses
transformers,True,importlib-metadata
transformers,False,tensorflow
transformers,False,onnxconverter-common
transformers,False,keras2onnx
transformers,False,torch
transformers,False,jax
transformers,False,jaxlib
transformers,False,flax
transformers,False,sentencepiece
transformers,False,protobuf
transformers,False,tokenizers
transformers,False,soundfile
transformers,False,torchaudio
transformers,False,Pillow
transformers,False,deepspeed
transformers,False,pytest
transformers,False,pytest-xdist
transformers,False,timeout-decorator
transformers,False,parameterized
transformers,False,psutil
transformers,False,datasets
transformers,False,pytest-sugar
transformers,False,black
transformers,False,sacrebleu
transformers,False,rouge-score
transformers,False,nltk
transformers,False,faiss-cpu
transformers,False,cookiecutter
transformers,False,isort
transformers,False,flake8
transformers,False,fugashi
transformers,False,ipadic
transformers,False,unidic-lite
transformers,False,unidic
transformers,False,docutils
transformers,False,recommonmark
transformers,False,sphinx
transformers,False,sphinx-markdown-tables
transformers,False,sphinx-rtd-theme
transformers,False,sphinx-copybutton
transformers,False,sphinxext-opengraph
transformers,False,scikit-learn
transformers,False,fairscale
transformers,False,onnxruntime
transformers,False,onnxruntime-tools
transformers,False,sagemaker
transformers,False,pydantic
transformers,False,uvicorn
transformers,False,fastapi
transformers,False,starlette
transformers,False,tensorflow-cpu
transformers,False,filelock
transformers,False,huggingface-hub
transformers,False,importlib-metadata
transformers,False,numpy
transformers,False,packaging
transformers,False,regex
transformers,False,requests
transformers,False,sacremoses
transformers,False,tqdm
pg8000,True,scramp
reportlab,True,pillow
reportlab,False,rlPyCairo
azure-mgmt-marketplaceordering,True,msrest
azure-mgmt-marketplaceordering,True,azure-common
azure-mgmt-marketplaceordering,True,azure-mgmt-core
azure-mgmt-marketplaceordering,True,azure-mgmt-nspkg
azure-mgmt-servicebus,True,msrest
azure-mgmt-servicebus,True,azure-common
azure-mgmt-servicebus,True,azure-mgmt-core
azure-mgmt-servicebus,True,azure-mgmt-nspkg
azure-mgmt-applicationinsights,True,msrest
azure-mgmt-applicationinsights,True,azure-common
azure-mgmt-applicationinsights,True,azure-mgmt-core
azure-mgmt-applicationinsights,True,azure-mgmt-nspkg
azure-keyvault-secrets,True,azure-core
azure-keyvault-secrets,True,msrest
azure-keyvault-secrets,True,azure-common
azure-keyvault-secrets,True,azure-keyvault-nspkg
azure-keyvault-secrets,True,enum34
azure-keyvault-secrets,True,typing
azure-mgmt-search,True,msrest
azure-mgmt-search,True,azure-common
azure-mgmt-search,True,azure-mgmt-core
azure-mgmt-search,True,azure-mgmt-nspkg
flask-migrate,True,Flask
flask-migrate,True,Flask-SQLAlchemy
flask-migrate,True,alembic
azure-eventhub,True,azure-core
azure-eventhub,True,uamqp
azure-eventhub,True,azure-nspkg
azure-eventhub,True,typing
azure-storage-file,True,azure-common
azure-storage-file,True,azure-storage-common
azure-storage-file,True,futures
google-cloud-secret-manager,True,google-api-core[grpc]
google-cloud-secret-manager,True,grpc-google-iam-v1
google-cloud-secret-manager,True,proto-plus
google-cloud-secret-manager,True,libcst
azure-mgmt-recoveryservicesbackup,True,msrest
azure-mgmt-recoveryservicesbackup,True,msrestazure
azure-mgmt-recoveryservicesbackup,True,azure-common
azure-mgmt-recoveryservicesbackup,True,azure-mgmt-nspkg
azure-mgmt-reservations,True,msrest
azure-mgmt-reservations,True,azure-common
azure-mgmt-reservations,True,azure-mgmt-core
azure-mgmt-reservations,True,azure-mgmt-nspkg
azure-mgmt-servicefabric,True,msrest
azure-mgmt-servicefabric,True,msrestazure
azure-mgmt-servicefabric,True,azure-common
azure-mgmt-servicefabric,True,azure-mgmt-nspkg
parsel,True,w3lib
parsel,True,lxml
parsel,True,six
parsel,True,cssselect
parsel,True,functools32
google-cloud-videointelligence,True,google-api-core[grpc]
google-cloud-videointelligence,True,proto-plus
google-cloud-videointelligence,False,libcst
django-redis,True,Django
django-redis,True,redis
azure-loganalytics,True,msrest
azure-loganalytics,True,azure-common
azure-loganalytics,True,azure-nspkg
sphinxcontrib-websupport,True,sphinxcontrib-serializinghtml
sphinxcontrib-websupport,False,flake8
sphinxcontrib-websupport,False,pytest
sphinxcontrib-websupport,False,sqlalchemy
sphinxcontrib-websupport,False,whoosh
sphinxcontrib-websupport,False,Sphinx
flask-appbuilder,True,apispec[yaml]
flask-appbuilder,True,colorama
flask-appbuilder,True,click
flask-appbuilder,True,email-validator
flask-appbuilder,True,Flask
flask-appbuilder,True,Flask-Babel
flask-appbuilder,True,Flask-Login
flask-appbuilder,True,Flask-OpenID
flask-appbuilder,True,SQLAlchemy
flask-appbuilder,True,Flask-SQLAlchemy
flask-appbuilder,True,Flask-WTF
flask-appbuilder,True,Flask-JWT-Extended
flask-appbuilder,True,jsonschema
flask-appbuilder,True,marshmallow
flask-appbuilder,True,marshmallow-enum
flask-appbuilder,True,marshmallow-sqlalchemy
flask-appbuilder,True,python-dateutil
flask-appbuilder,True,prison
flask-appbuilder,True,PyJWT
flask-appbuilder,True,sqlalchemy-utils
flask-appbuilder,False,jmespath
azure-mgmt-msi,True,msrest
azure-mgmt-msi,True,msrestazure
azure-mgmt-msi,True,azure-common
azure-mgmt-msi,True,azure-mgmt-nspkg
azure-mgmt-recoveryservices,True,msrest
azure-mgmt-recoveryservices,True,azure-common
azure-mgmt-recoveryservices,True,azure-mgmt-core
azure-mgmt-recoveryservices,True,azure-mgmt-nspkg
azure-mgmt-iothubprovisioningservices,True,msrestazure
azure-mgmt-iothubprovisioningservices,True,azure-common
azure-mgmt-iothubprovisioningservices,True,azure-mgmt-nspkg
azure-mgmt-advisor,True,msrest
azure-mgmt-advisor,True,azure-common
azure-mgmt-advisor,True,azure-mgmt-core
azure-mgmt-advisor,True,azure-mgmt-nspkg
azure-mgmt-billing,True,msrest
azure-mgmt-billing,True,azure-common
azure-mgmt-billing,True,azure-mgmt-core
azure-mgmt-billing,True,azure-mgmt-nspkg
azure-mgmt-consumption,True,msrest
azure-mgmt-consumption,True,azure-common
azure-mgmt-consumption,True,azure-mgmt-core
azure-mgmt-consumption,True,azure-mgmt-nspkg
azure-mgmt-batchai,True,msrestazure
azure-mgmt-batchai,True,azure-common
azure-mgmt-batchai,True,azure-mgmt-nspkg
azure-mgmt-policyinsights,True,msrest
azure-mgmt-policyinsights,True,azure-common
azure-mgmt-policyinsights,True,azure-mgmt-core
azure-mgmt-policyinsights,True,azure-mgmt-nspkg
azure-cli-telemetry,True,applicationinsights
azure-cli-telemetry,True,portalocker
azure-mgmt-relay,True,msrest
azure-mgmt-relay,True,azure-common
azure-mgmt-relay,True,azure-mgmt-core
azure-mgmt-relay,True,azure-mgmt-nspkg
plumbum,True,pypiwin32
plumbum,False,pytest
plumbum,False,pytest-cov
plumbum,False,pytest-mock
plumbum,False,pytest-timeout
plumbum,False,paramiko
plumbum,False,psutil
plumbum,False,recommonmark
plumbum,False,Sphinx
plumbum,False,sphinx-rtd-theme
uvicorn,True,click
uvicorn,True,h11
uvicorn,True,typing-extensions
uvicorn,False,websockets
uvicorn,False,watchgod
uvicorn,False,python-dotenv
uvicorn,False,PyYAML
uvicorn,False,httptools
uvicorn,False,uvloop
uvicorn,False,colorama
scrapy,True,Twisted[http2]
scrapy,True,cryptography
scrapy,True,cssselect
scrapy,True,itemloaders
scrapy,True,parsel
scrapy,True,pyOpenSSL
scrapy,True,queuelib
scrapy,True,service-identity
scrapy,True,w3lib
scrapy,True,zope.interface
scrapy,True,protego
scrapy,True,itemadapter
scrapy,True,h2
scrapy,True,lxml
scrapy,True,PyDispatcher
scrapy,True,PyPyDispatcher
pytest-asyncio,True,pytest
pytest-asyncio,False,coverage
pytest-asyncio,False,hypothesis
aliyun-python-sdk-ecs,True,aliyun-python-sdk-core
fiona,True,attrs
fiona,True,certifi
fiona,True,click
fiona,True,cligj
fiona,True,click-plugins
fiona,True,six
fiona,True,munch
fiona,True,argparse
fiona,True,ordereddict
fiona,True,enum34
fiona,False,pytest
fiona,False,pytest-cov
fiona,False,shapely
fiona,False,boto3
fiona,False,mock
mpmath,False,pytest
mpmath,False,pycodestyle
mpmath,False,pytest-cov
mpmath,False,codecov
mpmath,False,wheel
apache-airflow,True,alembic
apache-airflow,True,argcomplete
apache-airflow,True,attrs
apache-airflow,True,blinker
apache-airflow,True,clickclick
apache-airflow,True,colorlog
apache-airflow,True,croniter
apache-airflow,True,cryptography
apache-airflow,True,dill
apache-airflow,True,flask
apache-airflow,True,flask-appbuilder
apache-airflow,True,flask-caching
apache-airflow,True,flask-login
apache-airflow,True,flask-wtf
apache-airflow,True,graphviz
apache-airflow,True,gunicorn
apache-airflow,True,httpx
apache-airflow,True,importlib-resources
apache-airflow,True,inflection
apache-airflow,True,iso8601
apache-airflow,True,itsdangerous
apache-airflow,True,jinja2
apache-airflow,True,jsonschema
apache-airflow,True,lazy-object-proxy
apache-airflow,True,lockfile
apache-airflow,True,markdown
apache-airflow,True,markupsafe
apache-airflow,True,marshmallow-oneofschema
apache-airflow,True,openapi-spec-validator
apache-airflow,True,pendulum
apache-airflow,True,psutil
apache-airflow,True,pygments
apache-airflow,True,pyjwt
apache-airflow,True,python-daemon
apache-airflow,True,python-dateutil
apache-airflow,True,python-nvd3
apache-airflow,True,python-slugify
apache-airflow,True,python3-openid
apache-airflow,True,pyyaml
apache-airflow,True,rich
apache-airflow,True,setproctitle
apache-airflow,True,sqlalchemy
apache-airflow,True,sqlalchemy-jsonfield
apache-airflow,True,swagger-ui-bundle
apache-airflow,True,tabulate
apache-airflow,True,tenacity
apache-airflow,True,termcolor
apache-airflow,True,unicodecsv
apache-airflow,True,werkzeug
apache-airflow,True,apache-airflow-providers-ftp
apache-airflow,True,apache-airflow-providers-imap
apache-airflow,True,apache-airflow-providers-sqlite
apache-airflow,True,dataclasses
apache-airflow,True,numpy
apache-airflow,True,pandas
apache-airflow,True,pep562
apache-airflow,True,typing-extensions
apache-airflow,True,importlib-metadata
apache-airflow,True,cattrs
apache-airflow,True,cached-property
apache-airflow,False,apache-airflow-providers-airbyte
apache-airflow,False,Flask-OAuthlib
apache-airflow,False,JIRA
apache-airflow,False,PyOpenSSL
apache-airflow,False,amqp
apache-airflow,False,analytics-python
apache-airflow,False,apache-airflow-providers-http
apache-airflow,False,apache-beam
apache-airflow,False,arrow
apache-airflow,False,atlasclient
apache-airflow,False,azure-batch
apache-airflow,False,azure-cosmos
apache-airflow,False,azure-datalake-store
apache-airflow,False,azure-identity
apache-airflow,False,azure-keyvault
apache-airflow,False,azure-kusto-data
apache-airflow,False,azure-mgmt-containerinstance
apache-airflow,False,azure-mgmt-datafactory
apache-airflow,False,azure-mgmt-datalake-store
apache-airflow,False,azure-mgmt-resource
apache-airflow,False,azure-storage-blob
apache-airflow,False,azure-storage-common
apache-airflow,False,azure-storage-file
apache-airflow,False,bcrypt
apache-airflow,False,blinker
apache-airflow,False,boto3
apache-airflow,False,cassandra-driver
apache-airflow,False,celery
apache-airflow,False,cgroupspy
apache-airflow,False,cloudant
apache-airflow,False,cloudpickle
apache-airflow,False,cryptography
apache-airflow,False,cx-Oracle
apache-airflow,False,datadog
apache-airflow,False,distributed
apache-airflow,False,dnspython
apache-airflow,False,docker
apache-airflow,False,elasticsearch-dbapi
apache-airflow,False,elasticsearch-dsl
apache-airflow,False,elasticsearch
apache-airflow,False,eventlet
apache-airflow,False,facebook-business
apache-airflow,False,flask-bcrypt
apache-airflow,False,flower
apache-airflow,False,gevent
apache-airflow,False,google-ads
apache-airflow,False,google-api-core
apache-airflow,False,google-api-python-client
apache-airflow,False,google-auth-httplib2
apache-airflow,False,google-auth
apache-airflow,False,google-cloud-automl
apache-airflow,False,google-cloud-bigquery-datatransfer
apache-airflow,False,google-cloud-bigtable
apache-airflow,False,google-cloud-container
apache-airflow,False,google-cloud-datacatalog
apache-airflow,False,google-cloud-dataproc
apache-airflow,False,google-cloud-dlp
apache-airflow,False,google-cloud-kms
apache-airflow,False,google-cloud-language
apache-airflow,False,google-cloud-logging
apache-airflow,False,google-cloud-memcache
apache-airflow,False,google-cloud-monitoring
apache-airflow,False,google-cloud-os-login
apache-airflow,False,google-cloud-pubsub
apache-airflow,False,google-cloud-redis
apache-airflow,False,google-cloud-secret-manager
apache-airflow,False,google-cloud-spanner
apache-airflow,False,google-cloud-speech
apache-airflow,False,google-cloud-storage
apache-airflow,False,google-cloud-tasks
apache-airflow,False,google-cloud-texttospeech
apache-airflow,False,google-cloud-translate
apache-airflow,False,google-cloud-videointelligence
apache-airflow,False,google-cloud-vision
apache-airflow,False,google-cloud-workflows
apache-airflow,False,greenlet
apache-airflow,False,grpcio-gcp
apache-airflow,False,grpcio
apache-airflow,False,"hdfs[avro,dataframe,kerberos]"
apache-airflow,False,hmsclient
apache-airflow,False,httpx
apache-airflow,False,hvac
apache-airflow,False,jaydebeapi
apache-airflow,False,json-merge-patch
apache-airflow,False,kubernetes
apache-airflow,False,kylinpy
apache-airflow,False,ldap3
apache-airflow,False,mysql-connector-python
apache-airflow,False,mysqlclient
apache-airflow,False,neo4j
apache-airflow,False,oauthlib
apache-airflow,False,pandas-gbq
apache-airflow,False,papermill[all]
apache-airflow,False,paramiko
apache-airflow,False,pdpyras
apache-airflow,False,pinotdb
apache-airflow,False,plyvel
apache-airflow,False,presto-python-client
apache-airflow,False,psycopg2-binary
apache-airflow,False,pydruid
apache-airflow,False,pyexasol
apache-airflow,False,pyhive[hive]
apache-airflow,False,pykerberos
apache-airflow,False,pymongo
apache-airflow,False,pymssql
apache-airflow,False,pyodbc
apache-airflow,False,pysftp
apache-airflow,False,pysmbclient
apache-airflow,False,pyspark
apache-airflow,False,python-jenkins
apache-airflow,False,python-ldap
apache-airflow,False,python-telegram-bot
apache-airflow,False,pywinrm
apache-airflow,False,qds-sdk
apache-airflow,False,redis
apache-airflow,False,requests-oauthlib
apache-airflow,False,requests
apache-airflow,False,requests-kerberos
apache-airflow,False,scrapbook[all]
apache-airflow,False,sendgrid
apache-airflow,False,sentry-sdk
apache-airflow,False,simple-salesforce
apache-airflow,False,slack-sdk
apache-airflow,False,snakebite-py3
apache-airflow,False,snowflake-connector-python
apache-airflow,False,snowflake-sqlalchemy
apache-airflow,False,spython
apache-airflow,False,sshtunnel
apache-airflow,False,statsd
apache-airflow,False,tableauserverclient
apache-airflow,False,thrift
apache-airflow,False,thrift-sasl
apache-airflow,False,trino
apache-airflow,False,vertica-python
apache-airflow,False,vine
apache-airflow,False,virtualenv
apache-airflow,False,watchtower
apache-airflow,False,yandexcloud
apache-airflow,False,zdesk
apache-airflow,False,apache-airflow-providers-amazon
apache-airflow,False,apache-airflow-providers-apache-beam
apache-airflow,False,apache-airflow-providers-apache-cassandra
apache-airflow,False,apache-airflow-providers-apache-druid
apache-airflow,False,apache-airflow-providers-apache-hdfs
apache-airflow,False,apache-airflow-providers-apache-hive
apache-airflow,False,apache-airflow-providers-apache-kylin
apache-airflow,False,apache-airflow-providers-apache-livy
apache-airflow,False,apache-airflow-providers-apache-pig
apache-airflow,False,apache-airflow-providers-apache-pinot
apache-airflow,False,apache-airflow-providers-apache-spark
apache-airflow,False,apache-airflow-providers-apache-sqoop
apache-airflow,False,apache-airflow-providers-celery
apache-airflow,False,apache-airflow-providers-cloudant
apache-airflow,False,apache-airflow-providers-cncf-kubernetes
apache-airflow,False,apache-airflow-providers-databricks
apache-airflow,False,apache-airflow-providers-datadog
apache-airflow,False,apache-airflow-providers-dingding
apache-airflow,False,apache-airflow-providers-discord
apache-airflow,False,apache-airflow-providers-docker
apache-airflow,False,apache-airflow-providers-elasticsearch
apache-airflow,False,apache-airflow-providers-exasol
apache-airflow,False,apache-airflow-providers-facebook
apache-airflow,False,apache-airflow-providers-ftp
apache-airflow,False,apache-airflow-providers-google
apache-airflow,False,apache-airflow-providers-grpc
apache-airflow,False,apache-airflow-providers-hashicorp
apache-airflow,False,apache-airflow-providers-imap
apache-airflow,False,apache-airflow-providers-jdbc
apache-airflow,False,apache-airflow-providers-jenkins
apache-airflow,False,apache-airflow-providers-jira
apache-airflow,False,apache-airflow-providers-microsoft-azure
apache-airflow,False,apache-airflow-providers-microsoft-mssql
apache-airflow,False,apache-airflow-providers-microsoft-winrm
apache-airflow,False,apache-airflow-providers-mongo
apache-airflow,False,apache-airflow-providers-mysql
apache-airflow,False,apache-airflow-providers-neo4j
apache-airflow,False,apache-airflow-providers-odbc
apache-airflow,False,apache-airflow-providers-openfaas
apache-airflow,False,apache-airflow-providers-opsgenie
apache-airflow,False,apache-airflow-providers-oracle
apache-airflow,False,apache-airflow-providers-pagerduty
apache-airflow,False,apache-airflow-providers-papermill
apache-airflow,False,apache-airflow-providers-plexus
apache-airflow,False,apache-airflow-providers-postgres
apache-airflow,False,apache-airflow-providers-presto
apache-airflow,False,apache-airflow-providers-qubole
apache-airflow,False,apache-airflow-providers-redis
apache-airflow,False,apache-airflow-providers-salesforce
apache-airflow,False,apache-airflow-providers-samba
apache-airflow,False,apache-airflow-providers-segment
apache-airflow,False,apache-airflow-providers-sendgrid
apache-airflow,False,apache-airflow-providers-sftp
apache-airflow,False,apache-airflow-providers-singularity
apache-airflow,False,apache-airflow-providers-slack
apache-airflow,False,apache-airflow-providers-snowflake
apache-airflow,False,apache-airflow-providers-sqlite
apache-airflow,False,apache-airflow-providers-ssh
apache-airflow,False,apache-airflow-providers-tableau
apache-airflow,False,apache-airflow-providers-telegram
apache-airflow,False,apache-airflow-providers-trino
apache-airflow,False,apache-airflow-providers-vertica
apache-airflow,False,apache-airflow-providers-yandex
apache-airflow,False,apache-airflow-providers-zendesk
apache-airflow,False,dask
apache-airflow,False,apache-airflow-providers-apache-atlas
apache-airflow,False,aws-xray-sdk
apache-airflow,False,beautifulsoup4
apache-airflow,False,black
apache-airflow,False,bowler
apache-airflow,False,click
apache-airflow,False,coverage
apache-airflow,False,docutils
apache-airflow,False,filelock
apache-airflow,False,flake8-colors
apache-airflow,False,flake8
apache-airflow,False,flaky
apache-airflow,False,freezegun
apache-airflow,False,github3.py
apache-airflow,False,gitpython
apache-airflow,False,importlib-resources
apache-airflow,False,ipdb
apache-airflow,False,jira
apache-airflow,False,jsondiff
apache-airflow,False,jsonpath-ng
apache-airflow,False,mongomock
apache-airflow,False,moto
apache-airflow,False,mypy
apache-airflow,False,parameterized
apache-airflow,False,pipdeptree
apache-airflow,False,pre-commit
apache-airflow,False,pylint
apache-airflow,False,pytest-cov
apache-airflow,False,pytest-httpx
apache-airflow,False,pytest-instafail
apache-airflow,False,pytest-rerunfailures
apache-airflow,False,pytest-timeouts
apache-airflow,False,pytest-xdist
apache-airflow,False,pytest
apache-airflow,False,python-jose
apache-airflow,False,requests-mock
apache-airflow,False,sphinx-airflow-theme
apache-airflow,False,sphinx-argparse
apache-airflow,False,sphinx-autoapi
apache-airflow,False,sphinx-copybutton
apache-airflow,False,sphinx-jinja
apache-airflow,False,sphinx-rtd-theme
apache-airflow,False,sphinx
apache-airflow,False,sphinxcontrib-httpdomain
apache-airflow,False,sphinxcontrib-redoc
apache-airflow,False,sphinxcontrib-spelling
apache-airflow,False,wheel
apache-airflow,False,yamllint
google-cloud-language,True,google-api-core[grpc]
google-cloud-language,True,proto-plus
google-cloud-language,True,libcst
azure-mgmt-managementgroups,True,msrest
azure-mgmt-managementgroups,True,azure-common
azure-mgmt-managementgroups,True,azure-mgmt-core
azure-mgmt-managementgroups,True,azure-mgmt-nspkg
feedparser,True,sgmllib3k
azure-mgmt-signalr,True,msrest
