project,required,dep
eth-hash,False,tox
eth-hash,False,flake8
eth-hash,False,isort
eth-hash,False,mypy
eth-hash,False,pydocstyle
eth-hash,False,Sphinx
eth-hash,False,sphinx-rtd-theme
eth-hash,False,towncrier
eth-hash,False,pycryptodome
eth-hash,False,pysha3
uszipcode,True,attrs
uszipcode,True,SQLAlchemy
uszipcode,True,pathlib-mate
uszipcode,True,requests
uszipcode,False,sphinx
uszipcode,False,sphinx-rtd-theme
uszipcode,False,sphinx-jinja
uszipcode,False,sphinx-copybutton
uszipcode,False,docfly
uszipcode,False,rstobj
uszipcode,False,pygments
uszipcode,False,pytest
uszipcode,False,pytest-cov
uszipcode,False,python-Levenshtein
python-arango,True,urllib3
python-arango,True,requests
python-arango,True,requests-toolbelt
python-arango,True,PyJWT
python-arango,True,setuptools
python-arango,True,setuptools-scm[toml]
python-arango,True,dataclasses
python-arango,False,black
python-arango,False,flake8
python-arango,False,isort
python-arango,False,mypy
python-arango,False,mock
python-arango,False,pre-commit
python-arango,False,pytest
python-arango,False,pytest-cov
python-arango,False,sphinx
python-arango,False,sphinx-rtd-theme
django-tables2,True,Django
django-tables2,False,tablib
dohq-artifactory,True,requests
dohq-artifactory,True,python-dateutil
dohq-artifactory,True,PyJWT
dohq-artifactory,True,pathlib
aws-cdk-aws-events,True,aws-cdk.aws-iam
aws-cdk-aws-events,True,aws-cdk.core
aws-cdk-aws-events,True,constructs
aws-cdk-aws-events,True,jsii
aws-cdk-aws-events,True,publication
flatten-dict,True,six
flatten-dict,True,pathlib2
aws-cdk-aws-s3,True,aws-cdk.aws-events
aws-cdk-aws-s3,True,aws-cdk.aws-iam
aws-cdk-aws-s3,True,aws-cdk.aws-kms
aws-cdk-aws-s3,True,aws-cdk.core
aws-cdk-aws-s3,True,aws-cdk.cx-api
aws-cdk-aws-s3,True,constructs
aws-cdk-aws-s3,True,jsii
aws-cdk-aws-s3,True,publication
dbt-postgres,True,dbt-core
dbt-postgres,True,psycopg2-binary
flask-mysql,True,Flask
flask-mysql,True,PyMySQL
createsend,True,six
itemloaders,True,w3lib
itemloaders,True,parsel
itemloaders,True,jmespath
itemloaders,True,itemadapter
rlp,True,eth-utils
rlp,False,Sphinx
rlp,False,bumpversion
rlp,False,flake8
rlp,False,hypothesis
rlp,False,ipython
rlp,False,pytest-watch
rlp,False,pytest-xdist
rlp,False,pytest
rlp,False,setuptools
rlp,False,sphinx-rtd-theme
rlp,False,tox
rlp,False,twine
rlp,False,wheel
rlp,False,rusty-rlp
textfsm,True,future
textfsm,True,six
aws-cdk-aws-ec2,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-ec2,True,aws-cdk.aws-iam
aws-cdk-aws-ec2,True,aws-cdk.aws-kms
aws-cdk-aws-ec2,True,aws-cdk.aws-logs
aws-cdk-aws-ec2,True,aws-cdk.aws-s3-assets
aws-cdk-aws-ec2,True,aws-cdk.aws-s3
aws-cdk-aws-ec2,True,aws-cdk.aws-ssm
aws-cdk-aws-ec2,True,aws-cdk.cloud-assembly-schema
aws-cdk-aws-ec2,True,aws-cdk.core
aws-cdk-aws-ec2,True,aws-cdk.cx-api
aws-cdk-aws-ec2,True,aws-cdk.region-info
aws-cdk-aws-ec2,True,constructs
aws-cdk-aws-ec2,True,jsii
aws-cdk-aws-ec2,True,publication
aws-cdk-aws-logs,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-logs,True,aws-cdk.aws-iam
aws-cdk-aws-logs,True,aws-cdk.aws-kms
aws-cdk-aws-logs,True,aws-cdk.aws-s3-assets
aws-cdk-aws-logs,True,aws-cdk.core
aws-cdk-aws-logs,True,constructs
aws-cdk-aws-logs,True,jsii
aws-cdk-aws-logs,True,publication
jwt,True,cryptography
pytest-pylint,True,pytest
pytest-pylint,True,pylint
pytest-pylint,True,toml
cheetah3,False,markdown
aws-cdk-assets,True,aws-cdk.core
aws-cdk-assets,True,aws-cdk.cx-api
aws-cdk-assets,True,constructs
aws-cdk-assets,True,jsii
aws-cdk-assets,True,publication
androguard,True,asn1crypto
androguard,True,click
androguard,True,colorama
androguard,True,future
androguard,True,ipython
androguard,True,lxml
androguard,True,matplotlib
androguard,True,networkx
androguard,True,pydot
androguard,True,pygments
androguard,False,PyQt5
androguard,False,pyperclip
androguard,False,sphinx
androguard,False,sphinx-rtd-theme
androguard,False,sphinxcontrib-programoutput
androguard,False,python-magic
androguard,False,codecov
androguard,False,coverage
androguard,False,mock
androguard,False,nose
androguard,False,nose-timer
futurist,True,pbr
futurist,True,six
aws-cdk-aws-s3-assets,True,aws-cdk.assets
aws-cdk-aws-s3-assets,True,aws-cdk.aws-iam
aws-cdk-aws-s3-assets,True,aws-cdk.aws-kms
aws-cdk-aws-s3-assets,True,aws-cdk.aws-s3
aws-cdk-aws-s3-assets,True,aws-cdk.core
aws-cdk-aws-s3-assets,True,aws-cdk.cx-api
aws-cdk-aws-s3-assets,True,constructs
aws-cdk-aws-s3-assets,True,jsii
aws-cdk-aws-s3-assets,True,publication
dbt-redshift,True,dbt-core
dbt-redshift,True,dbt-postgres
dbt-redshift,True,boto3
bravado-core,True,jsonref
bravado-core,True,jsonschema[format]
bravado-core,True,python-dateutil
bravado-core,True,pyyaml
bravado-core,True,simplejson
bravado-core,True,six
bravado-core,True,swagger-spec-validator
bravado-core,True,pytz
bravado-core,True,msgpack
bravado-core,True,functools32
bravado-core,True,enum34
bravado-core,True,typing
python-twitter,True,future
python-twitter,True,requests
python-twitter,True,requests-oauthlib
django-jsonfield,True,Django
django-jsonfield,True,six
keras2onnx,True,numpy
keras2onnx,True,protobuf
keras2onnx,True,requests
keras2onnx,True,onnx
keras2onnx,True,onnxconverter-common
keras2onnx,True,fire
aws-cdk-aws-lambda,True,aws-cdk.aws-applicationautoscaling
aws-cdk-aws-lambda,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-lambda,True,aws-cdk.aws-codeguruprofiler
aws-cdk-aws-lambda,True,aws-cdk.aws-ec2
aws-cdk-aws-lambda,True,aws-cdk.aws-ecr-assets
aws-cdk-aws-lambda,True,aws-cdk.aws-ecr
aws-cdk-aws-lambda,True,aws-cdk.aws-efs
aws-cdk-aws-lambda,True,aws-cdk.aws-events
aws-cdk-aws-lambda,True,aws-cdk.aws-iam
aws-cdk-aws-lambda,True,aws-cdk.aws-kms
aws-cdk-aws-lambda,True,aws-cdk.aws-logs
aws-cdk-aws-lambda,True,aws-cdk.aws-s3-assets
aws-cdk-aws-lambda,True,aws-cdk.aws-s3
aws-cdk-aws-lambda,True,aws-cdk.aws-signer
aws-cdk-aws-lambda,True,aws-cdk.aws-sqs
aws-cdk-aws-lambda,True,aws-cdk.core
aws-cdk-aws-lambda,True,aws-cdk.cx-api
aws-cdk-aws-lambda,True,constructs
aws-cdk-aws-lambda,True,jsii
aws-cdk-aws-lambda,True,publication
aws-cdk-aws-sqs,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-sqs,True,aws-cdk.aws-iam
aws-cdk-aws-sqs,True,aws-cdk.aws-kms
aws-cdk-aws-sqs,True,aws-cdk.core
aws-cdk-aws-sqs,True,constructs
aws-cdk-aws-sqs,True,jsii
aws-cdk-aws-sqs,True,publication
peppercorn,False,Sphinx
peppercorn,False,pylons-sphinx-themes
pygerduty,True,six
hmsclient,True,thrift
hmsclient,True,click
hmsclient,False,pytest
pip-api,True,pip
pyside2,True,shiboken2
mkdocs-minify-plugin,True,mkdocs
mkdocs-minify-plugin,True,htmlmin
mkdocs-minify-plugin,True,jsmin
graypy,False,amqplib
graypy,False,sphinx
graypy,False,sphinx-rtd-theme
graypy,False,sphinx-autodoc-typehints
eth-keys,True,eth-utils
eth-keys,True,eth-typing
eth-keys,False,coincurve
eth-keys,False,tox
eth-keys,False,bumpversion
eth-keys,False,twine
eth-keys,False,eth-utils
eth-keys,False,eth-typing
eth-keys,False,flake8
eth-keys,False,mypy
eth-keys,False,asn1tools
eth-keys,False,pyasn1
eth-keys,False,pytest
eth-keys,False,hypothesis
eth-keys,False,eth-hash[pysha3]
eth-keys,False,eth-hash[pycryptodome]
glom,True,boltons
glom,True,attrs
glom,True,face
glom,False,PyYAML
pyscaffold,True,appdirs
pyscaffold,True,configupdater
pyscaffold,True,setuptools
pyscaffold,True,setuptools-scm
pyscaffold,True,tomlkit
pyscaffold,True,packaging
pyscaffold,True,importlib-metadata
pyscaffold,False,pyscaffoldext-markdown
pyscaffold,False,pyscaffoldext-custom-extension
pyscaffold,False,pyscaffoldext-dsproject
pyscaffold,False,pyscaffoldext-django
pyscaffold,False,pyscaffoldext-cookiecutter
pyscaffold,False,pyscaffoldext-travis
pyscaffold,False,virtualenv
pyscaffold,False,pre-commit
pyscaffold,False,setuptools
pyscaffold,False,tomlkit
pyscaffold,False,certifi
pyscaffold,False,tox
pyscaffold,False,build
pyscaffold,False,sphinx
pyscaffold,False,flake8
pyscaffold,False,pytest
pyscaffold,False,pytest-cov
pyscaffold,False,pytest-shutil
pyscaffold,False,pytest-virtualenv
pyscaffold,False,pytest-fixture-config
pyscaffold,False,pytest-xdist
sphinxcontrib-bibtex,True,Sphinx
sphinxcontrib-bibtex,True,docutils
sphinxcontrib-bibtex,True,pybtex-docutils
sphinxcontrib-bibtex,True,pybtex
sphinxcontrib-bibtex,True,dataclasses
rabbitpy,True,pamqp
sphinxcontrib-spelling,True,PyEnchant
sphinxcontrib-spelling,True,Sphinx
sphinxcontrib-spelling,True,importlib-metadata
sphinxcontrib-spelling,False,pytest
sphinxcontrib-spelling,False,pytest-cov
sphinxcontrib-spelling,False,coverage
aioresponses,True,aiohttp
scons,True,setuptools
sacrebleu,True,portalocker
sacrebleu,True,typing
sacrebleu,False,mecab-python3
sacrebleu,False,ipadic
aspy-refactor-imports,True,cached-property
onnxconverter-common,True,numpy
onnxconverter-common,True,protobuf
onnxconverter-common,True,onnx
aws-cdk-cloud-assembly-schema,True,jsii
aws-cdk-cloud-assembly-schema,True,publication
pyexcel-io,True,lml
pyexcel-io,False,pyexcel-ods3
pyexcel-io,False,pyexcel-xls
pyexcel-io,False,pyexcel-xlsx
grpcio-reflection,True,protobuf
grpcio-reflection,True,grpcio
httpbin,True,Flask
httpbin,True,MarkupSafe
httpbin,True,decorator
httpbin,True,itsdangerous
httpbin,True,six
httpbin,True,brotlipy
httpbin,True,raven[flask]
httpbin,True,werkzeug
gspread-formatting,True,gspread
google-api-helper,True,google-api-python-client
google-api-helper,True,google-auth
google-api-helper,True,google-auth-oauthlib
quandl,True,pandas
quandl,True,numpy
quandl,True,requests
quandl,True,inflection
quandl,True,python-dateutil
quandl,True,six
quandl,True,more-itertools
dbt,True,dbt-core
dbt,True,dbt-postgres
dbt,True,dbt-redshift
dbt,True,dbt-snowflake
dbt,True,dbt-bigquery
aws-cdk-aws-sns,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-sns,True,aws-cdk.aws-events
aws-cdk-aws-sns,True,aws-cdk.aws-iam
aws-cdk-aws-sns,True,aws-cdk.aws-kms
aws-cdk-aws-sns,True,aws-cdk.aws-sqs
aws-cdk-aws-sns,True,aws-cdk.core
aws-cdk-aws-sns,True,constructs
aws-cdk-aws-sns,True,jsii
aws-cdk-aws-sns,True,publication
logzero,True,colorama
omegaconf,True,PyYAML
omegaconf,True,typing-extensions
omegaconf,True,dataclasses
pytorch-lightning,True,numpy
pytorch-lightning,True,torch
pytorch-lightning,True,future
pytorch-lightning,True,tqdm
pytorch-lightning,True,PyYAML
pytorch-lightning,True,fsspec[http]
pytorch-lightning,True,tensorboard
pytorch-lightning,True,torchmetrics
pytorch-lightning,True,pyDeprecate
pytorch-lightning,True,packaging
pytorch-lightning,False,matplotlib
pytorch-lightning,False,horovod
pytorch-lightning,False,omegaconf
pytorch-lightning,False,torchtext
pytorch-lightning,False,onnxruntime
pytorch-lightning,False,hydra-core
pytorch-lightning,False,jsonargparse[signatures]
pytorch-lightning,False,neptune-client
pytorch-lightning,False,comet-ml
pytorch-lightning,False,mlflow
pytorch-lightning,False,test-tube
pytorch-lightning,False,wandb
pytorch-lightning,False,coverage
pytorch-lightning,False,codecov
pytorch-lightning,False,pytest
pytorch-lightning,False,flake8
pytorch-lightning,False,check-manifest
pytorch-lightning,False,twine
pytorch-lightning,False,isort
pytorch-lightning,False,mypy
pytorch-lightning,False,pre-commit
pytorch-lightning,False,cloudpickle
pytorch-lightning,False,scikit-learn
pytorch-lightning,False,scikit-image
pytorch-lightning,False,nltk
pytorch-lightning,False,pandas
pytorch-lightning,False,torchvision
pytorch-lightning,False,gym
pytorch-lightning,False,ipython[all]
dbt-bigquery,True,dbt-core
dbt-bigquery,True,protobuf
dbt-bigquery,True,google-cloud-core
dbt-bigquery,True,google-cloud-bigquery
dbt-bigquery,True,google-api-core
dbt-bigquery,True,googleapis-common-protos
dbt-bigquery,True,six
django-auth-ldap,True,Django
django-auth-ldap,True,python-ldap
bravado,True,bravado-core
bravado,True,msgpack
bravado,True,python-dateutil
bravado,True,pyyaml
bravado,True,requests
bravado,True,six
bravado,True,simplejson
bravado,True,monotonic
bravado,True,typing-extensions
bravado,True,typing
bravado,False,fido
bravado,False,bottle
bravado,False,ephemeral-port-reserve
bravado,False,pytest
python-jwt,True,jwcrypto
param,False,flake8
param,False,nose
asttokens,True,six
asttokens,False,astroid
asttokens,False,pytest
twitter-common-dirutil,True,twitter.common.lang
log-symbols,True,colorama
log-symbols,True,enum34
django-csp,True,Django
django-csp,False,jinja2
django-csp,False,pytest
django-csp,False,pytest-django
django-csp,False,pytest-flakes
django-csp,False,pytest-pep8
django-csp,False,pep8
django-csp,False,mock
django-csp,False,six
dbt-snowflake,True,dbt-core
dbt-snowflake,True,snowflake-connector-python[secure-local-storage]
dbt-snowflake,True,azure-common
dbt-snowflake,True,azure-storage-blob
dbt-snowflake,True,urllib3
dbt-snowflake,True,cryptography
pyspark-dist-explore,True,pandas
pyspark-dist-explore,True,numpy
pyspark-dist-explore,True,scipy
pyspark-dist-explore,True,matplotlib
jsonpath-rw-ext,True,jsonpath-rw
jsonpath-rw-ext,True,pbr
eth-account,True,bitarray
eth-account,True,eth-abi
eth-account,True,eth-keyfile
eth-account,True,eth-keys
eth-account,True,eth-rlp
eth-account,True,eth-utils
eth-account,True,hexbytes
eth-account,True,rlp
eth-account,False,Sphinx
eth-account,False,bumpversion
eth-account,False,flake8
eth-account,False,hypothesis
eth-account,False,ipython
eth-account,False,isort
eth-account,False,mypy
eth-account,False,pydocstyle
eth-account,False,pytest-watch
eth-account,False,pytest-xdist
eth-account,False,pytest
eth-account,False,sphinx-rtd-theme
eth-account,False,towncrier
eth-account,False,tox
eth-account,False,twine
eth-account,False,wheel
superlance,True,supervisor
hexbytes,False,bumpversion
hexbytes,False,pytest-watch
hexbytes,False,wheel
hexbytes,False,twine
hexbytes,False,ipython
hexbytes,False,pytest
hexbytes,False,pytest-xdist
hexbytes,False,tox
hexbytes,False,hypothesis
hexbytes,False,eth-utils
hexbytes,False,flake8
hexbytes,False,isort
hexbytes,False,mypy
hexbytes,False,pydocstyle
hexbytes,False,Sphinx
hexbytes,False,sphinx-rtd-theme
hexbytes,False,towncrier
yacs,True,PyYAML
kneed,True,matplotlib
kneed,True,numpy
kneed,True,scipy
sqlalchemy-stubs,True,mypy
sqlalchemy-stubs,True,typing-extensions
twitter-common-log,True,twitter.common.dirutil
twitter-common-log,True,twitter.common.options
eyed3,True,dataclasses
eyed3,True,filetype
eyed3,True,deprecation
eyed3,False,ruamel.yaml
eyed3,False,grako
eyed3,False,Pillow
eyed3,False,pylast
eyed3,False,requests
eyed3,False,pytest
eyed3,True,coverage[toml]
eyed3,False,pytest-cov
eyed3,False,tox
eyed3,False,factory-boy
eyed3,False,flake8
eyed3,False,check-manifest
ptpython,True,appdirs
ptpython,True,jedi
ptpython,True,prompt-toolkit
ptpython,True,pygments
ptpython,True,black
ptpython,True,importlib-metadata
ptpython,False,ipython
postal-address,True,boltons
postal-address,True,Faker
postal-address,True,pycountry
postal-address,False,bumpversion
postal-address,False,isort
postal-address,False,readme-renderer
postal-address,False,setuptools
postal-address,False,sphinx
postal-address,False,sphinx-rtd-theme
postal-address,False,coverage
postal-address,False,nose
postal-address,False,pycodestyle
postal-address,False,pylint
flask-limiter,True,limits
flask-limiter,True,Flask
flask-limiter,True,six
pandas-usaddress,True,pandas
pandas-usaddress,True,usaddress
eth-rlp,True,eth-utils
eth-rlp,True,hexbytes
eth-rlp,True,rlp
eth-rlp,False,Sphinx
eth-rlp,False,bumpversion
eth-rlp,False,eth-hash[pycryptodome]
eth-rlp,False,flake8
eth-rlp,False,ipython
eth-rlp,False,isort
eth-rlp,False,mypy
eth-rlp,False,pydocstyle
eth-rlp,False,pytest-watch
eth-rlp,False,pytest-xdist
eth-rlp,False,pytest
eth-rlp,False,sphinx-rtd-theme
eth-rlp,False,towncrier
eth-rlp,False,tox
eth-rlp,False,twine
eth-rlp,False,wheel
halo,True,log-symbols
halo,True,spinners
halo,True,termcolor
halo,True,colorama
halo,True,six
halo,True,backports.shutil-get-terminal-size
halo,False,IPython
halo,False,ipywidgets
zope-sqlalchemy,True,setuptools
zope-sqlalchemy,True,SQLAlchemy
zope-sqlalchemy,True,transaction
zope-sqlalchemy,True,zope.interface
zope-sqlalchemy,False,zope.testing
html-testrunner,True,Jinja2
spinners,True,enum34
oslo-db,True,SQLAlchemy
oslo-db,True,alembic
oslo-db,True,debtcollector
oslo-db,True,oslo.config
oslo-db,True,oslo.i18n
oslo-db,True,oslo.utils
oslo-db,True,pbr
oslo-db,True,sqlalchemy-migrate
oslo-db,True,stevedore
oslo-db,True,testresources
oslo-db,True,testscenarios
oslo-db,False,PyMySQL
oslo-db,False,psycopg2
oslo-db,False,bandit
oslo-db,False,coverage
oslo-db,False,eventlet
oslo-db,False,fixtures
oslo-db,False,hacking
oslo-db,False,oslo.context
oslo-db,False,oslotest
oslo-db,False,pifpaf
oslo-db,False,pre-commit
oslo-db,False,python-subunit
oslo-db,False,stestr
oslo-db,False,testtools
gin-config,False,pytorch-nightly
gin-config,False,tensorflow
gin-config,False,tensorflow-gpu
gin-config,False,absl-py
gin-config,False,mock
gin-config,False,nose
gin-config,False,tf-nightly
gin-config,False,torch
aws-cdk-aws-certificatemanager,True,aws-cdk.aws-iam
aws-cdk-aws-certificatemanager,True,aws-cdk.aws-lambda
aws-cdk-aws-certificatemanager,True,aws-cdk.aws-route53
aws-cdk-aws-certificatemanager,True,aws-cdk.core
aws-cdk-aws-certificatemanager,True,constructs
aws-cdk-aws-certificatemanager,True,jsii
aws-cdk-aws-certificatemanager,True,publication
aws-cdk-aws-route53,True,aws-cdk.aws-ec2
aws-cdk-aws-route53,True,aws-cdk.aws-iam
aws-cdk-aws-route53,True,aws-cdk.aws-logs
aws-cdk-aws-route53,True,aws-cdk.cloud-assembly-schema
aws-cdk-aws-route53,True,aws-cdk.core
aws-cdk-aws-route53,True,aws-cdk.custom-resources
aws-cdk-aws-route53,True,constructs
aws-cdk-aws-route53,True,jsii
aws-cdk-aws-route53,True,publication
aws-cdk-aws-cloudformation,True,aws-cdk.aws-iam
aws-cdk-aws-cloudformation,True,aws-cdk.aws-lambda
aws-cdk-aws-cloudformation,True,aws-cdk.aws-s3
aws-cdk-aws-cloudformation,True,aws-cdk.aws-sns
aws-cdk-aws-cloudformation,True,aws-cdk.core
aws-cdk-aws-cloudformation,True,aws-cdk.cx-api
aws-cdk-aws-cloudformation,True,constructs
aws-cdk-aws-cloudformation,True,jsii
aws-cdk-aws-cloudformation,True,publication
drf-extensions,True,djangorestframework
property-manager,True,humanfriendly
property-manager,True,verboselogs
deap,True,numpy
pytest-freezegun,True,freezegun
pytest-freezegun,True,pytest
aws-cdk-aws-autoscaling-common,True,aws-cdk.aws-iam
aws-cdk-aws-autoscaling-common,True,aws-cdk.core
aws-cdk-aws-autoscaling-common,True,constructs
aws-cdk-aws-autoscaling-common,True,jsii
aws-cdk-aws-autoscaling-common,True,publication
interpret-core,False,dash
interpret-core,False,dash-cytoscape
interpret-core,False,dash-table
interpret-core,False,gevent
interpret-core,False,requests
interpret-core,False,psutil
interpret-core,False,joblib
interpret-core,False,lime
interpret-core,False,ipykernel
interpret-core,False,ipython
interpret-core,False,plotly
interpret-core,False,numpy
interpret-core,False,scipy
interpret-core,False,pandas
interpret-core,False,scikit-learn
interpret-core,False,SALib
interpret-core,False,shap
interpret-core,False,dill
interpret-core,False,skope-rules
interpret-core,False,pytest
interpret-core,False,pytest-runner
interpret-core,False,pytest-xdist
interpret-core,False,nbconvert
interpret-core,False,selenium
interpret-core,False,pytest-cov
interpret-core,False,flake8
interpret-core,False,jupyter
interpret-core,False,ipywidgets
interpret-core,False,treeinterpreter
aws-cdk-aws-applicationautoscaling,True,aws-cdk.aws-autoscaling-common
aws-cdk-aws-applicationautoscaling,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-applicationautoscaling,True,aws-cdk.aws-iam
aws-cdk-aws-applicationautoscaling,True,aws-cdk.core
aws-cdk-aws-applicationautoscaling,True,constructs
aws-cdk-aws-applicationautoscaling,True,jsii
aws-cdk-aws-applicationautoscaling,True,publication
flask-pymongo,True,Flask
flask-pymongo,True,PyMongo
latexcodec,True,six
robotframework-selenium2library,True,robotframework-seleniumlibrary
pyshark,True,lxml
pyshark,True,py
netmiko,True,setuptools
netmiko,True,paramiko
netmiko,True,scp
netmiko,True,tenacity
netmiko,True,ntc-templates
netmiko,True,pyserial
netmiko,True,importlib-resources
netmiko,False,pyyaml
netmiko,False,pytest
pybtex,True,PyYAML
pybtex,True,latexcodec
pybtex,True,six
pybtex,False,pytest
python-heatclient,True,Babel
python-heatclient,True,PrettyTable
python-heatclient,True,PyYAML
python-heatclient,True,cliff
python-heatclient,True,iso8601
python-heatclient,True,keystoneauth1
python-heatclient,True,osc-lib
python-heatclient,True,oslo.i18n
python-heatclient,True,oslo.serialization
python-heatclient,True,oslo.utils
python-heatclient,True,pbr
python-heatclient,True,python-swiftclient
python-heatclient,True,requests
python-heatclient,True,six
model-bakery,True,django
google-cloud-automl,True,google-api-core[grpc]
google-cloud-automl,True,proto-plus
google-cloud-automl,False,libcst
google-cloud-automl,False,pandas
google-cloud-automl,False,google-cloud-storage
ccxt,True,setuptools
ccxt,True,certifi
ccxt,True,requests
ccxt,True,cryptography
ccxt,True,aiohttp
ccxt,True,aiodns
ccxt,True,yarl
ccxt,False,Sphinx
ccxt,False,flake8
tf-slim,True,absl-py
marshmallow-dataclass,True,marshmallow
marshmallow-dataclass,True,typing-inspect
marshmallow-dataclass,True,dataclasses
marshmallow-dataclass,False,marshmallow-enum
marshmallow-dataclass,False,typeguard
marshmallow-dataclass,False,pre-commit
marshmallow-dataclass,False,sphinx
marshmallow-dataclass,False,pytest
marshmallow-dataclass,False,pytest-mypy-plugins
marshmallow-dataclass,False,typing-extensions
evergreen-py,True,Click
evergreen-py,True,python-dateutil
evergreen-py,True,PyYAML
evergreen-py,True,requests
evergreen-py,True,structlog
evergreen-py,True,tenacity
evergreen-py,True,pydantic
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-certificatemanager
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-cloudwatch
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-ec2
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-iam
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-lambda
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.aws-s3
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.cloud-assembly-schema
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.core
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.cx-api
aws-cdk-aws-elasticloadbalancingv2,True,aws-cdk.region-info
aws-cdk-aws-elasticloadbalancingv2,True,constructs
aws-cdk-aws-elasticloadbalancingv2,True,jsii
aws-cdk-aws-elasticloadbalancingv2,True,publication
milksnake,True,cffi
flake8-debugger,True,flake8
flake8-debugger,True,six
flake8-debugger,True,pycodestyle
tabulator,True,six
tabulator,True,click
tabulator,True,requests
tabulator,True,chardet
tabulator,True,boto3
tabulator,True,unicodecsv
tabulator,True,ijson
tabulator,True,jsonlines
tabulator,True,sqlalchemy
tabulator,True,linear-tsv
tabulator,True,xlrd
tabulator,True,openpyxl
tabulator,False,cchardet
tabulator,False,datapackage
tabulator,False,mock
tabulator,False,pylama
tabulator,False,pytest
tabulator,False,pytest-cov
tabulator,False,moto[server]
tabulator,False,pyquery
tabulator,False,ezodf
tabulator,False,lxml
seleniumbase,True,packaging
seleniumbase,True,typing-extensions
seleniumbase,True,wheel
seleniumbase,True,attrs
seleniumbase,True,sortedcontainers
seleniumbase,True,certifi
seleniumbase,True,six
seleniumbase,True,nose
seleniumbase,True,idna
seleniumbase,True,urllib3
seleniumbase,True,requests
seleniumbase,True,selenium
seleniumbase,True,msedge-selenium-tools
seleniumbase,True,cssselect
seleniumbase,True,filelock
seleniumbase,True,fasteners
seleniumbase,True,pluggy
seleniumbase,True,pytest-forked
seleniumbase,True,pytest-ordering
seleniumbase,True,parameterized
seleniumbase,True,beautifulsoup4
seleniumbase,True,colorama
seleniumbase,True,virtualenv
seleniumbase,True,pyotp
seleniumbase,True,boto
seleniumbase,True,cffi
seleniumbase,True,toml
seleniumbase,True,setuptools
seleniumbase,True,more-itertools
seleniumbase,True,py
seleniumbase,True,pytest
seleniumbase,True,pytest-rerunfailures
seleniumbase,True,pytest-xdist
seleniumbase,True,soupsieve
seleniumbase,True,cryptography
seleniumbase,True,pygments
seleniumbase,True,decorator
seleniumbase,True,ipython
seleniumbase,True,pathlib2
seleniumbase,True,Pillow
seleniumbase,True,tornado
seleniumbase,True,pdfminer.six
seleniumbase,True,pip
seleniumbase,True,setuptools-scm
seleniumbase,True,ipdb
seleniumbase,True,parso
seleniumbase,True,jedi
seleniumbase,True,chardet
seleniumbase,True,pytest-html
seleniumbase,True,pytest-metadata
seleniumbase,True,pyopenssl
seleniumbase,True,prompt-toolkit
seleniumbase,True,importlib-metadata
seleniumbase,True,pymysql
seleniumbase,True,traitlets
seleniumbase,True,PyYAML
seleniumbase,True,rich
seleniumbase,True,matplotlib-inline
seleniumbase,False,coverage
seleniumbase,False,pytest-cov
seleniumbase,False,flake8
seleniumbase,False,pyflakes
seleniumbase,False,pycodestyle
skl2onnx,True,six
skl2onnx,True,numpy
skl2onnx,True,scipy
skl2onnx,True,protobuf
skl2onnx,True,onnx
skl2onnx,True,scikit-learn
skl2onnx,True,onnxconverter-common
watermark,True,ipython
watermark,True,importlib-metadata
pytest-socket,True,pytest
mitmproxy,True,asgiref
mitmproxy,True,blinker
mitmproxy,True,Brotli
mitmproxy,True,certifi
mitmproxy,True,click
mitmproxy,True,cryptography
mitmproxy,True,flask
mitmproxy,True,h2
mitmproxy,True,hyperframe
mitmproxy,True,kaitaistruct
mitmproxy,True,ldap3
mitmproxy,True,msgpack
mitmproxy,True,passlib
mitmproxy,True,protobuf
mitmproxy,True,pyasn1
mitmproxy,True,pyOpenSSL
mitmproxy,True,pyparsing
mitmproxy,True,pyperclip
mitmproxy,True,ruamel.yaml
mitmproxy,True,sortedcontainers
mitmproxy,True,tornado
mitmproxy,True,urwid
mitmproxy,True,wsproto
mitmproxy,True,publicsuffix2
mitmproxy,True,zstandard
mitmproxy,True,pydivert
mitmproxy,False,hypothesis
mitmproxy,False,parver
mitmproxy,False,pytest-asyncio
mitmproxy,False,pytest-cov
mitmproxy,False,pytest-timeout
mitmproxy,False,pytest-xdist
mitmproxy,False,pytest
mitmproxy,False,requests
mitmproxy,False,tox
anyio,True,idna
anyio,True,sniffio
anyio,True,async-generator
anyio,True,dataclasses
anyio,True,typing-extensions
